abs_log_ratio,bias_context,bias_large,bias_small,cf_class_name,cf_standard_cm,class_name,conflict_direction,conflict_receiver_id,donor_kind,expected_label,family,gate_asserted,gate_margin,gate_mode,gate_pred_label,gate_score_large,gate_score_small,item_id,kept,margin_bin,model,model_slug,monotonicity_direction,patch_span,penumbra_axis,penumbra_soft_gate,penumbral_relation,pred_label,rank_in_chain,receiver_group_id,reject_reason,score_large,score_small,side,size_margin,standard_cm,value_cm,value_pair_id
0.009852296443011594,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,small,standard_swap,True,0.5991765173939925,bias_corrected,small,1.3071211207822664,1.9062976381762589,size-standard_swap-ant-S102-V101-small_to_large-mborderline-t1,False,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-14.080333705472988,-11.037234651670422,base,3.0430990538025657,102,101,
0.009950330853168092,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,large,standard_swap,True,-0.08807924550402291,bias_corrected,small,0.5509645711369604,0.6390438166409833,size-standard_swap-ant-S102-V101-small_to_large-mborderline-t1,False,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-14.836490255118294,-12.304488473205698,cf,-2.532001781912596,102,101,
0.08701137698962981,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,small,standard_swap,True,1.7757106199976764,bias_corrected,small,0.6080177801813083,2.3837284001789847,size-standard_swap-ant-S120-V110-small_to_large-mborderline-t1,False,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,cf_gate_margin_below_0.1,-14.779437046073946,-10.559803889667696,base,4.21963315640625,120,110,
0.09531017980432493,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,large,standard_swap,True,0.05045143927515916,bias_corrected,large,0.9235014393951779,0.8730500001200188,size-standard_swap-ant-S120-V110-small_to_large-mborderline-t1,False,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,cf_gate_margin_below_0.1,-14.463953386860076,-12.070482289726662,cf,-2.393471097133414,120,110,
0.20661424936299916,standard_swap:t1,-15.387454826255254,-12.943532289846681,,50,ant,,,,small,standard_swap,True,1.0470946656486753,bias_corrected,small,0.49327700226729654,1.5403716679159718,size-standard_swap-ant-S75-V61-small_to_large-mborderline-t1,True,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,,-14.894177823987958,-11.40316062193071,base,3.4910172020572485,75,61,
0.19885085874516517,standard_swap:t1,-15.387454826255254,-12.943532289846681,,50,ant,,,,large,standard_swap,True,1.8660717488703202,bias_corrected,large,3.060227818789709,1.194156069919389,size-standard_swap-ant-S75-V61-small_to_large-mborderline-t1,True,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,,-12.327227007465545,-11.749376219927292,cf,-0.577850787538253,75,61,
0.1823215567939546,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,small,standard_swap,True,2.1560525346334014,bias_corrected,small,1.1315632889117797,3.287615823545181,size-standard_swap-ant-S150-V125-small_to_large-mborderline-t1,True,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,,-14.255891537343475,-9.6559164663015,base,4.599975071041975,150,125,
0.22314355131420976,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,large,standard_swap,True,0.9769664519046906,bias_corrected,large,1.840341333743602,0.8633748818389115,size-standard_swap-ant-S150-V125-small_to_large-mborderline-t1,True,borderline,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,,-13.547113492511652,-12.08015740800777,cf,-1.4669560845038827,150,125,
0.2876820724517809,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,small,standard_swap,True,1.0439921621237858,bias_corrected,small,1.5185961105762544,2.56258827270004,size-standard_swap-ant-S200-V150-small_to_large-mclear-t1,True,clear,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,,-13.868858715679,-10.380944017146641,base,3.487914698532359,200,150,
0.4054651081081644,standard_swap:t1,-15.387454826255254,-12.943532289846681,,100,ant,,,,large,standard_swap,True,1.1147944899814366,bias_corrected,large,2.2388192342592674,1.1240247442778308,size-standard_swap-ant-S200-V150-small_to_large-mclear-t1,True,clear,google/gemma-3-4b-pt,google_gemma_3_4b_pt,,standard_span,,False,,small,,,,-13.148635591995987,-11.81950754556885,cf,-1.3291280464271367,200,150,
